A	100.005042	1
A	100.000304	1
A	100.005056	1

B	100.575644	100
B	100.674919	100
B	100.617079	100

C	0.000121	1000
C	0.000110	1000
C	0.000103	1000

C	0.821072	10000000
C	0.820729	10000000
C	0.823586	10000000

D	0.000290	1000
D	0.000218	1000
D	0.000211	1000

D	1.113745	10000000
D	1.100411	10000000
D	1.095250	10000000

E	0.000175	1000
E	0.000080	1000
E	0.000077	1000

E	0.852445	10000000
E	0.839979	10000000
E	0.840449	10000000

F	0.000276	1000
F	0.000265	1000
F	0.000236	1000

F	1.123190	10000000
F	1.119312	10000000
F	1.122097	10000000

G	0.000134	1000
G	0.000068	1000
G	0.000066	1000

G	0.710913	10000000
G	0.695056	10000000
G	0.701328	10000000

H	0.000106	1000
H	0.000102	1000
H	0.000102	1000

H	1.057766	10000000
H	1.051724	10000000
H	1.090324	10000000

I	0.000074	1000
I	0.000067	1000
I	0.000066	1000

I	1.335998	10000000
I	1.352134	10000000
I	1.346322	10000000

J	0.000215	1000
J	0.000207	1000
J	0.000233	1000

J	1.406210	10000000
J	1.397631	10000000
J	1.400558	10000000

